;nazwa stacji;rok;miesiac;dzien;temp,;wilgotnosc wzglêdna;prêdkosc wiatru;œrednie dobowe zachmurzenie ogolne
252200150;WARSZAWA-BIELANY;2005;12;28;-3,7;85;3,3;8
252200150;WARSZAWA-BIELANY;2005;12;29;-1,2;89,3;2;8
252200150;WARSZAWA-BIELANY;2005;12;30;-3,7;74;2,3;8
252200150;WARSZAWA-BIELANY;2005;12;31;-4,1;75,8;2,7;8
252200150;WARSZAWA-BIELANY;2006;1;1;-1,6;84,8;2;8
252200150;WARSZAWA-BIELANY;2006;1;2;0,7;82,5;1,3;8
252200150;WARSZAWA-BIELANY;2006;1;3;1;97,5;1,3;8
252200150;WARSZAWA-BIELANY;2006;1;4;0,5;94;1,7;8
252200150;WARSZAWA-BIELANY;2006;1;5;-2,5;88,5;3,3;8
252200150;WARSZAWA-BIELANY;2006;1;6;-3,1;90;3;8
252200150;WARSZAWA-BIELANY;2006;1;7;-4,6;83,5;3;8
252200150;WARSZAWA-BIELANY;2006;1;8;-4,9;84,8;1;7
252200150;WARSZAWA-BIELANY;2006;1;9;-6,2;82,8;1;8
252200150;WARSZAWA-BIELANY;2006;1;10;-6,9;85;1,3;5
252200150;WARSZAWA-BIELANY;2006;1;11;-5,6;85,5;1,7;7,3
252200150;WARSZAWA-BIELANY;2006;1;12;-5;90;2;7,7
252200150;WARSZAWA-BIELANY;2006;1;13;-2,2;96,3;1,3;8
252200150;WARSZAWA-BIELANY;2006;1;14;-4,6;88,5;1;8
252200150;WARSZAWA-BIELANY;2006;1;15;-4,5;90,5;1;8
252200150;WARSZAWA-BIELANY;2006;1;16;-6,9;92;1,7;2,7
252200150;WARSZAWA-BIELANY;2006;1;17;-7,5;90,8;2;8
252200150;WARSZAWA-BIELANY;2006;1;18;-6,7;81,3;3;8
252200150;WARSZAWA-BIELANY;2006;1;19;-9,2;60,5;2;8
252200150;WARSZAWA-BIELANY;2006;1;20;-17,1;55,8;2,3;8
252200150;WARSZAWA-BIELANY;2006;1;21;-14,1;65;4;8
252200150;WARSZAWA-BIELANY;2006;1;22;-22,5;60,3;2;8
252200150;WARSZAWA-BIELANY;2006;1;23;-21,9;77,5;1,3;8
252200150;WARSZAWA-BIELANY;2006;1;24;-19,5;78,3;0,7;8
252200150;WARSZAWA-BIELANY;2006;1;25;-14,8;78;1;8
252200150;WARSZAWA-BIELANY;2006;1;26;-12,1;79,3;0,7;8
252200150;WARSZAWA-BIELANY;2006;1;27;-13,4;79,5;0,7;8
252200150;WARSZAWA-BIELANY;2006;1;28;-11,4;81;2;8
252200150;WARSZAWA-BIELANY;2006;1;29;-7,1;83,3;2;8
252200150;WARSZAWA-BIELANY;2006;1;30;-3,8;87,8;2;8
252200150;WARSZAWA-BIELANY;2006;1;31;-1,5;94;3;8
252200150;WARSZAWA-BIELANY;2006;2;1;-1;96,5;2,7;8
252200150;WARSZAWA-BIELANY;2006;2;2;-1,7;84;2;8
252200150;WARSZAWA-BIELANY;2006;2;3;-1,1;93;3;8
252200150;WARSZAWA-BIELANY;2006;2;4;-1,8;89,8;2;8
252200150;WARSZAWA-BIELANY;2006;2;5;-9,9;81,3;4;8
252200150;WARSZAWA-BIELANY;2006;2;6;-9;81,3;1,7;8
252200150;WARSZAWA-BIELANY;2006;2;7;-5,7;84,5;3,7;8
252200150;WARSZAWA-BIELANY;2006;2;8;-0,5;94;1;8
252200150;WARSZAWA-BIELANY;2006;2;9;1,8;97,3;1;8
252200150;WARSZAWA-BIELANY;2006;2;10;-0,6;97,3;2;8
252200150;WARSZAWA-BIELANY;2006;2;11;-5,9;84,5;1;7
252200150;WARSZAWA-BIELANY;2006;2;12;-3,1;88,5;1;8
252200150;WARSZAWA-BIELANY;2006;2;13;-4,8;83,3;1;8
252200150;WARSZAWA-BIELANY;2006;2;14;-2,5;89,8;1;8
252200150;WARSZAWA-BIELANY;2006;2;15;-0,5;93;1;8
252200150;WARSZAWA-BIELANY;2006;2;16;-2,8;82,5;3;8
252200150;WARSZAWA-BIELANY;2006;2;17;-4,2;87,8;2;8
252200150;WARSZAWA-BIELANY;2006;2;18;-1,3;95;1;8
252200150;WARSZAWA-BIELANY;2006;2;19;-1,2;96,5;1;8
252200150;WARSZAWA-BIELANY;2006;2;20;0,7;85,3;1;5
252200150;WARSZAWA-BIELANY;2006;2;21;1,5;99;2,3;8
252200150;WARSZAWA-BIELANY;2006;2;22;-0,2;93,5;2;8
252200150;WARSZAWA-BIELANY;2006;2;23;-3,7;89;1;8
252200150;WARSZAWA-BIELANY;2006;2;24;-4,1;89,5;1;8
252200150;WARSZAWA-BIELANY;2006;2;25;-3;88,8;1;8
252200150;WARSZAWA-BIELANY;2006;2;26;-3;83,5;1;8
252200150;WARSZAWA-BIELANY;2006;2;27;-6,1;79;1,7;6,7
252200150;WARSZAWA-BIELANY;2006;2;28;-6;87,5;2,3;7
252200150;WARSZAWA-BIELANY;2006;3;1;-4,9;87,3;2,7;8
252200150;WARSZAWA-BIELANY;2006;3;2;-1,5;93,5;3,3;6
252200150;WARSZAWA-BIELANY;2006;3;3;-1,7;71,3;2,3;3,3
252200150;WARSZAWA-BIELANY;2006;3;4;-2,3;85;1;8
252200150;WARSZAWA-BIELANY;2006;3;5;-2,4;83,8;2;8
252200150;WARSZAWA-BIELANY;2006;3;6;-1,8;75,3;3;4
252200150;WARSZAWA-BIELANY;2006;3;7;-7,6;81;0,7;6
252200150;WARSZAWA-BIELANY;2006;3;8;-6,2;81,8;2;0,7
252200150;WARSZAWA-BIELANY;2006;3;9;-4,4;75,8;2,7;4,7
252200150;WARSZAWA-BIELANY;2006;3;10;-1,6;85,5;1;5,3
252200150;WARSZAWA-BIELANY;2006;3;11;-1,6;84,5;2;8
252200150;WARSZAWA-BIELANY;2006;3;12;-5,4;83,5;2;8
252200150;WARSZAWA-BIELANY;2006;3;13;-6,8;81,3;1,7;7
252200150;WARSZAWA-BIELANY;2006;3;14;-3,4;83,5;1,7;8
252200150;WARSZAWA-BIELANY;2006;3;15;-0,8;86;1,7;8
252200150;WARSZAWA-BIELANY;2006;3;16;-2,9;90,5;2;8
252200150;WARSZAWA-BIELANY;2006;3;17;0,6;92,5;1;8
252200150;WARSZAWA-BIELANY;2006;3;18;0,8;96,8;1;8
252200150;WARSZAWA-BIELANY;2006;3;19;-0,4;88;1;8
252200150;WARSZAWA-BIELANY;2006;3;20;0,5;90,5;1,7;7,3
252200150;WARSZAWA-BIELANY;2006;3;21;1,1;88,8;2,3;8
252200150;WARSZAWA-BIELANY;2006;3;22;-1,6;89;1,7;6,3
252200150;WARSZAWA-BIELANY;2006;3;23;-0,9;87,8;2;2,3
252200150;WARSZAWA-BIELANY;2006;3;24;-1,7;89,8;2;2
252200150;WARSZAWA-BIELANY;2006;3;25;1,9;93,5;1;4
252200150;WARSZAWA-BIELANY;2006;3;26;2,3;91,8;2;7
252200150;WARSZAWA-BIELANY;2006;3;27;6,8;95;1;8
252200150;WARSZAWA-BIELANY;2006;3;28;12,5;80;3;6
252200150;WARSZAWA-BIELANY;2006;3;29;9,3;90,5;1;8
252200150;WARSZAWA-BIELANY;2006;3;30;6,2;89;3;8
252200150;WARSZAWA-BIELANY;2006;3;31;9,8;87,3;2;8
252200150;WARSZAWA-BIELANY;2006;4;1;8,8;79,5;3;7
252200150;WARSZAWA-BIELANY;2006;4;2;9,5;94,3;2,3;7
252200150;WARSZAWA-BIELANY;2006;4;3;10,2;64,8;2,3;8
252200150;WARSZAWA-BIELANY;2006;4;4;7,7;85,3;2,7;8
252200150;WARSZAWA-BIELANY;2006;4;5;4,4;75,8;2;8
252200150;WARSZAWA-BIELANY;2006;4;6;3,2;77,3;2,7;6
252200150;WARSZAWA-BIELANY;2006;4;7;4,6;58,8;1;3,3
252200150;WARSZAWA-BIELANY;2006;4;8;7,3;65,5;2;7
252200150;WARSZAWA-BIELANY;2006;4;9;7,5;55,3;1,7;6,7
252200150;WARSZAWA-BIELANY;2006;4;10;7,2;85;1;8
252200150;WARSZAWA-BIELANY;2006;4;11;4,9;88,5;3;8
252200150;WARSZAWA-BIELANY;2006;4;12;4,6;68,8;1;4
252200150;WARSZAWA-BIELANY;2006;4;13;6,8;63,3;1;8
252200150;WARSZAWA-BIELANY;2006;4;14;7,3;77,3;3,3;8
252200150;WARSZAWA-BIELANY;2006;4;15;6;81,3;3,3;6
252200150;WARSZAWA-BIELANY;2006;4;16;8,8;50,8;2;8
252200150;WARSZAWA-BIELANY;2006;4;17;12,7;93;2;8
252200150;WARSZAWA-BIELANY;2006;4;18;10,7;75,5;2,3;8
252200150;WARSZAWA-BIELANY;2006;4;19;11,5;63,3;2,7;7
252200150;WARSZAWA-BIELANY;2006;4;20;11,6;65;0,7;8
252200150;WARSZAWA-BIELANY;2006;4;21;10,5;72;1,7;6,7
252200150;WARSZAWA-BIELANY;2006;4;22;9,8;64,5;1,7;7,3
252200150;WARSZAWA-BIELANY;2006;4;23;12,1;80,3;2;0,7
252200150;WARSZAWA-BIELANY;2006;4;24;13,7;68,8;1,3;6
252200150;WARSZAWA-BIELANY;2006;4;25;15,3;64,5;2;3,7
252200150;WARSZAWA-BIELANY;2006;4;26;13,6;71,3;1,3;1,3
252200150;WARSZAWA-BIELANY;2006;4;27;12,1;72,8;1,3;4
252200150;WARSZAWA-BIELANY;2006;4;28;14,7;47,5;2,7;4
252200150;WARSZAWA-BIELANY;2006;4;29;13,6;52,8;2,3;7,7
252200150;WARSZAWA-BIELANY;2006;4;30;12,1;69;1,3;8
252200150;WARSZAWA-BIELANY;2006;5;1;14,3;57,3;3;7
252200150;WARSZAWA-BIELANY;2006;5;2;12,7;80,3;1,7;7
252200150;WARSZAWA-BIELANY;2006;5;3;14,1;63,8;1,7;6,3
252200150;WARSZAWA-BIELANY;2006;5;4;15,5;37,3;1,7;0
252200150;WARSZAWA-BIELANY;2006;5;5;15;43;2;7
252200150;WARSZAWA-BIELANY;2006;5;6;16,2;46,3;1,3;5,3
252200150;WARSZAWA-BIELANY;2006;5;7;16,4;64;1;5
252200150;WARSZAWA-BIELANY;2006;5;8;16,5;53,5;1,3;6
252200150;WARSZAWA-BIELANY;2006;5;9;15,4;39,8;1,3;1,7
252200150;WARSZAWA-BIELANY;2006;5;10;13;65,8;2;5
252200150;WARSZAWA-BIELANY;2006;5;11;14,4;53,8;1,3;4,3
252200150;WARSZAWA-BIELANY;2006;5;12;17,3;47,5;3;6,3
252200150;WARSZAWA-BIELANY;2006;5;13;18,3;76;1,3;0,3
252200150;WARSZAWA-BIELANY;2006;5;14;17;69,8;1,3;7,3
252200150;WARSZAWA-BIELANY;2006;5;15;11,1;60;1,7;3,7
252200150;WARSZAWA-BIELANY;2006;5;16;14,7;68,8;1,3;7
252200150;WARSZAWA-BIELANY;2006;5;17;13,7;87,3;1;8
252200150;WARSZAWA-BIELANY;2006;5;18;14,4;82;1,3;8
252200150;WARSZAWA-BIELANY;2006;5;19;16,7;76;1,7;6,3
252200150;WARSZAWA-BIELANY;2006;5;20;17,5;91,8;1;5
252200150;WARSZAWA-BIELANY;2006;5;21;13,9;76,8;3,7;6
252200150;WARSZAWA-BIELANY;2006;5;22;17,8;58,3;2;5
252200150;WARSZAWA-BIELANY;2006;5;23;18,5;65,8;2;6,3
252200150;WARSZAWA-BIELANY;2006;5;24;14,5;60,5;2;6,3
252200150;WARSZAWA-BIELANY;2006;5;25;13,7;61,5;3,3;6,7
252200150;WARSZAWA-BIELANY;2006;5;26;11,5;80,8;2,3;7,7
252200150;WARSZAWA-BIELANY;2006;5;27;11,3;64,8;1;5,3
252200150;WARSZAWA-BIELANY;2006;5;28;13,5;82;2;7,7
252200150;WARSZAWA-BIELANY;2006;5;29;10,3;82,8;2,7;8
252200150;WARSZAWA-BIELANY;2006;5;30;12,2;68,8;1,3;7
252200150;WARSZAWA-BIELANY;2006;5;31;11,3;82;1;8
252200150;WARSZAWA-BIELANY;2006;6;1;12;63,3;1;5
252200150;WARSZAWA-BIELANY;2006;6;2;13,3;68,3;1;5
252200150;WARSZAWA-BIELANY;2006;6;3;14,4;54,5;1;6,3
252200150;WARSZAWA-BIELANY;2006;6;4;14,1;81;1,7;8
252200150;WARSZAWA-BIELANY;2006;6;5;11,3;85,3;2,3;7,3
252200150;WARSZAWA-BIELANY;2006;6;6;12;71;1,7;6,7
252200150;WARSZAWA-BIELANY;2006;6;7;11,7;55,5;2;7
252200150;WARSZAWA-BIELANY;2006;6;8;13,4;52,8;1,3;5,3
252200150;WARSZAWA-BIELANY;2006;6;9;13,3;68;1,7;6
252200150;WARSZAWA-BIELANY;2006;6;10;14,4;68;1,3;3,3
252200150;WARSZAWA-BIELANY;2006;6;11;18,2;39,5;1,3;4
252200150;WARSZAWA-BIELANY;2006;6;12;19,1;54;1,3;5
252200150;WARSZAWA-BIELANY;2006;6;13;19,2;45,8;1;2,3
252200150;WARSZAWA-BIELANY;2006;6;14;18,9;51,5;1;3
252200150;WARSZAWA-BIELANY;2006;6;15;20,3;61,5;1,3;4
252200150;WARSZAWA-BIELANY;2006;6;16;20,7;58;1;2,7
252200150;WARSZAWA-BIELANY;2006;6;17;20,7;52;1;3,7
252200150;WARSZAWA-BIELANY;2006;6;18;18,2;83,3;2;8
252200150;WARSZAWA-BIELANY;2006;6;19;19,1;68,3;0,7;4
252200150;WARSZAWA-BIELANY;2006;6;20;22,6;52,8;1;0,7
252200150;WARSZAWA-BIELANY;2006;6;21;24,5;54,3;1;2
252200150;WARSZAWA-BIELANY;2006;6;22;23,9;70,3;1;8
252200150;WARSZAWA-BIELANY;2006;6;23;20,4;85,8;2,3;7,3
252200150;WARSZAWA-BIELANY;2006;6;24;21,6;91,8;0,7;7
252200150;WARSZAWA-BIELANY;2006;6;25;22,3;64;1;0,3
252200150;WARSZAWA-BIELANY;2006;6;26;25,4;59,3;1,7;2,3
252200150;WARSZAWA-BIELANY;2006;6;27;25,7;72,5;1,3;4,3
252200150;WARSZAWA-BIELANY;2006;6;28;23;71,5;1,7;6
252200150;WARSZAWA-BIELANY;2006;6;29;19,4;74,5;1;6,7
252200150;WARSZAWA-BIELANY;2006;6;30;19,2;60,8;2;6
252200150;WARSZAWA-BIELANY;2006;7;1;21,8;73,8;2,7;4,7
252200150;WARSZAWA-BIELANY;2006;7;2;21,1;60,5;2,3;4
252200150;WARSZAWA-BIELANY;2006;7;3;20,7;44,3;2;0
252200150;WARSZAWA-BIELANY;2006;7;4;22,4;42,5;2;1,3
252200150;WARSZAWA-BIELANY;2006;7;5;23,8;39,8;1,7;5
252200150;WARSZAWA-BIELANY;2006;7;6;26;44,3;1,7;2
252200150;WARSZAWA-BIELANY;2006;7;7;26,2;33,5;1;1,3
252200150;WARSZAWA-BIELANY;2006;7;8;27,2;54,5;1;1
252200150;WARSZAWA-BIELANY;2006;7;9;26,6;56;1;1
252200150;WARSZAWA-BIELANY;2006;7;10;27,4;63,3;1,3;2
252200150;WARSZAWA-BIELANY;2006;7;11;27,2;68,3;1,3;5,3
252200150;WARSZAWA-BIELANY;2006;7;12;28,7;65,3;1,3;4,3
252200150;WARSZAWA-BIELANY;2006;7;13;26,4;59;1,7;4,3
252200150;WARSZAWA-BIELANY;2006;7;14;22,9;88,3;1,7;7,7
252200150;WARSZAWA-BIELANY;2006;7;15;17,6;68,5;2,3;7
252200150;WARSZAWA-BIELANY;2006;7;16;17,6;73;2,7;2
252200150;WARSZAWA-BIELANY;2006;7;17;19,7;79;2,3;0,7
252200150;WARSZAWA-BIELANY;2006;7;18;23,4;79,3;1,7;3
252200150;WARSZAWA-BIELANY;2006;7;19;21,1;83,5;1,3;2,3
252200150;WARSZAWA-BIELANY;2006;7;20;23,5;58;1;1,7
252200150;WARSZAWA-BIELANY;2006;7;21;26,4;54;1,3;3,3
252200150;WARSZAWA-BIELANY;2006;7;22;24;66,3;1;5,3
252200150;WARSZAWA-BIELANY;2006;7;23;23,9;56,3;1;3,3
252200150;WARSZAWA-BIELANY;2006;7;24;25,5;54,5;0;3,3
252200150;WARSZAWA-BIELANY;2006;7;25;24,8;75;1;4,7
252200150;WARSZAWA-BIELANY;2006;7;26;24,9;79,8;1;2
252200150;WARSZAWA-BIELANY;2006;7;27;24,4;88,3;1,3;0
252200150;WARSZAWA-BIELANY;2006;7;28;21,5;73,8;1;3,3
252200150;WARSZAWA-BIELANY;2006;7;29;24,3;95,3;1;6,3
252200150;WARSZAWA-BIELANY;2006;7;30;24;79,5;2;4,7
252200150;WARSZAWA-BIELANY;2006;7;31;21,8;86,3;0,7;4
252200150;WARSZAWA-BIELANY;2006;8;1;21,4;90,5;1;7,7
252200150;WARSZAWA-BIELANY;2006;8;2;21,4;95;1,7;8
252200150;WARSZAWA-BIELANY;2006;8;3;20,4;68,8;0,7;3,7
252200150;WARSZAWA-BIELANY;2006;8;4;18,5;90,8;2;8
252200150;WARSZAWA-BIELANY;2006;8;5;19,4;76,8;1;5,3
252200150;WARSZAWA-BIELANY;2006;8;6;16,9;94;1,7;8
252200150;WARSZAWA-BIELANY;2006;8;7;19,7;74,3;1,3;5,7
252200150;WARSZAWA-BIELANY;2006;8;8;19,3;83,8;1;6,7
252200150;WARSZAWA-BIELANY;2006;8;9;17,9;92;1;8
252200150;WARSZAWA-BIELANY;2006;8;10;18,7;82,8;1;7
252200150;WARSZAWA-BIELANY;2006;8;11;18,5;91,5;2;8
252200150;WARSZAWA-BIELANY;2006;8;12;18,2;73,3;1,3;8
252200150;WARSZAWA-BIELANY;2006;8;13;19,5;67,8;2;8
252200150;WARSZAWA-BIELANY;2006;8;14;16;91,8;1,3;8
252200150;WARSZAWA-BIELANY;2006;8;15;17,4;74,5;1,3;5,3
252200150;WARSZAWA-BIELANY;2006;8;16;19,2;71,3;1;7
252200150;WARSZAWA-BIELANY;2006;8;17;21,4;78,8;1,7;6,7
252200150;WARSZAWA-BIELANY;2006;8;18;22,1;88,3;1,7;8
252200150;WARSZAWA-BIELANY;2006;8;19;20,5;79,3;1,3;7,3
252200150;WARSZAWA-BIELANY;2006;8;20;22,7;60,3;1;8
252200150;WARSZAWA-BIELANY;2006;8;21;18,7;83,3;3;5,7
252200150;WARSZAWA-BIELANY;2006;8;22;17,3;86,3;1,7;6,3
252200150;WARSZAWA-BIELANY;2006;8;23;16,9;87;1,7;5
252200150;WARSZAWA-BIELANY;2006;8;24;17;90;2,3;7,3
252200150;WARSZAWA-BIELANY;2006;8;25;18;73,3;1,3;5
252200150;WARSZAWA-BIELANY;2006;8;26;19,5;73,8;1;6
252200150;WARSZAWA-BIELANY;2006;8;27;16,8;81,3;1,7;3,7
252200150;WARSZAWA-BIELANY;2006;8;28;15,5;82,8;1,3;7
252200150;WARSZAWA-BIELANY;2006;8;29;13,7;91,5;1,3;8
252200150;WARSZAWA-BIELANY;2006;8;30;12,5;99,8;2,3;8
252200150;WARSZAWA-BIELANY;2006;8;31;16,7;84,3;3;6,7
252200150;WARSZAWA-BIELANY;2006;9;1;14,3;85;1,7;5,7
252200150;WARSZAWA-BIELANY;2006;9;2;19,3;76;1;7
252200150;WARSZAWA-BIELANY;2006;9;3;19,3;76,3;1,3;7,3
252200150;WARSZAWA-BIELANY;2006;9;4;19;73,8;4;8
252200150;WARSZAWA-BIELANY;2006;9;5;15,4;86,5;4;8
252200150;WARSZAWA-BIELANY;2006;9;6;14,3;80;3,3;5,7
252200150;WARSZAWA-BIELANY;2006;9;7;18,9;81;1,3;6,7
252200150;WARSZAWA-BIELANY;2006;9;8;15,6;88,5;3;8
252200150;WARSZAWA-BIELANY;2006;9;9;13,2;74,5;3;5
252200150;WARSZAWA-BIELANY;2006;9;10;14;88,8;2;5,3
252200150;WARSZAWA-BIELANY;2006;9;11;14,5;91,5;1;5,7
252200150;WARSZAWA-BIELANY;2006;9;12;14,6;84,3;1;4
252200150;WARSZAWA-BIELANY;2006;9;13;16,6;92,3;1;2
252200150;WARSZAWA-BIELANY;2006;9;14;17,5;93,5;1;1
252200150;WARSZAWA-BIELANY;2006;9;15;16,4;94,5;1,7;2,3
252200150;WARSZAWA-BIELANY;2006;9;16;16,6;94,5;2,3;5
252200150;WARSZAWA-BIELANY;2006;9;17;17,3;83,3;2;7
252200150;WARSZAWA-BIELANY;2006;9;18;17,4;87,3;0,7;3,3
252200150;WARSZAWA-BIELANY;2006;9;19;17,4;77,8;1;5
252200150;WARSZAWA-BIELANY;2006;9;20;18,3;90,8;2;8
252200150;WARSZAWA-BIELANY;2006;9;21;15,1;94,3;1;3,7
252200150;WARSZAWA-BIELANY;2006;9;22;13,8;92,3;0,7;2
252200150;WARSZAWA-BIELANY;2006;9;23;14,1;82,3;1,3;0
252200150;WARSZAWA-BIELANY;2006;9;24;16,5;86,3;1;0
252200150;WARSZAWA-BIELANY;2006;9;25;18,3;80,5;1,7;0
252200150;WARSZAWA-BIELANY;2006;9;26;16,3;89,5;1,3;0
252200150;WARSZAWA-BIELANY;2006;9;27;16,5;87,3;0,7;0
252200150;WARSZAWA-BIELANY;2006;9;28;14,3;89;1,7;5,7
252200150;WARSZAWA-BIELANY;2006;9;29;14,7;90,5;1;7
252200150;WARSZAWA-BIELANY;2006;9;30;14,7;92,3;0;1,7
252200150;WARSZAWA-BIELANY;2006;10;1;15,5;91,8;0,7;6,7
252200150;WARSZAWA-BIELANY;2006;10;2;16,1;90,5;1;8
252200150;WARSZAWA-BIELANY;2006;10;3;13,7;89,3;1;8
252200150;WARSZAWA-BIELANY;2006;10;4;14,9;89,8;1,7;8
252200150;WARSZAWA-BIELANY;2006;10;5;12;96;1,3;8
252200150;WARSZAWA-BIELANY;2006;10;6;11,8;90,5;1,7;3
252200150;WARSZAWA-BIELANY;2006;10;7;14,7;83,8;2;7
252200150;WARSZAWA-BIELANY;2006;10;8;12,7;79,3;1;7
252200150;WARSZAWA-BIELANY;2006;10;9;13,6;82,8;1;6,7
252200150;WARSZAWA-BIELANY;2006;10;10;11,9;75,5;0,7;3
252200150;WARSZAWA-BIELANY;2006;10;11;13,4;85;1,7;5,3
252200150;WARSZAWA-BIELANY;2006;10;12;13,6;78;1;5
252200150;WARSZAWA-BIELANY;2006;10;13;10,7;84,3;1;6
252200150;WARSZAWA-BIELANY;2006;10;14;11,7;96;1;7
252200150;WARSZAWA-BIELANY;2006;10;15;10,7;87,3;1;7
252200150;WARSZAWA-BIELANY;2006;10;16;7,8;94,5;1;4,7
252200150;WARSZAWA-BIELANY;2006;10;17;6,6;95;1;7
252200150;WARSZAWA-BIELANY;2006;10;18;7,7;95,8;1;0
252200150;WARSZAWA-BIELANY;2006;10;19;6,2;94,3;1;0
252200150;WARSZAWA-BIELANY;2006;10;20;8,5;95,8;1;1
252200150;WARSZAWA-BIELANY;2006;10;21;10,8;93,5;1;6
252200150;WARSZAWA-BIELANY;2006;10;22;13,2;95,5;1;7,7
252200150;WARSZAWA-BIELANY;2006;10;23;11,8;98;1;7
252200150;WARSZAWA-BIELANY;2006;10;24;13,3;92,3;1,3;8
252200150;WARSZAWA-BIELANY;2006;10;25;12,9;84,5;2,7;8
252200150;WARSZAWA-BIELANY;2006;10;26;9,1;84,3;2;2,7
252200150;WARSZAWA-BIELANY;2006;10;27;16,2;68,3;3,3;4,3
252200150;WARSZAWA-BIELANY;2006;10;28;11,6;74,3;2,3;6,7
252200150;WARSZAWA-BIELANY;2006;10;29;9,6;86,5;2;8
252200150;WARSZAWA-BIELANY;2006;10;30;1,2;78;1;2
252200150;WARSZAWA-BIELANY;2006;10;31;4;69,3;1,3;7
252200150;WARSZAWA-BIELANY;2006;11;1;8,8;70,5;4;7,3
252200150;WARSZAWA-BIELANY;2006;11;2;2,7;89,3;2,7;8
252200150;WARSZAWA-BIELANY;2006;11;3;-0,3;85,8;2,7;8
252200150;WARSZAWA-BIELANY;2006;11;4;-0,5;91;1,7;8
252200150;WARSZAWA-BIELANY;2006;11;5;1,4;91;2;8
252200150;WARSZAWA-BIELANY;2006;11;6;3,2;89;2;8
252200150;WARSZAWA-BIELANY;2006;11;7;7,5;93;3,3;8
252200150;WARSZAWA-BIELANY;2006;11;8;8;78,5;2,3;4,3
252200150;WARSZAWA-BIELANY;2006;11;9;8,9;80,8;5;8
252200150;WARSZAWA-BIELANY;2006;11;10;7,1;75,8;3,3;3
252200150;WARSZAWA-BIELANY;2006;11;11;3,1;80,5;1,7;8
252200150;WARSZAWA-BIELANY;2006;11;12;5,5;85,8;3;8
252200150;WARSZAWA-BIELANY;2006;11;13;5,2;82,8;2;8
252200150;WARSZAWA-BIELANY;2006;11;14;7,8;80,3;3,7;8
252200150;WARSZAWA-BIELANY;2006;11;15;10,1;86;2,3;8
252200150;WARSZAWA-BIELANY;2006;11;16;9,9;87,5;1;5
252200150;WARSZAWA-BIELANY;2006;11;17;8;94,8;1;3,7
252200150;WARSZAWA-BIELANY;2006;11;18;8;96,8;1;7
252200150;WARSZAWA-BIELANY;2006;11;19;9,7;95;1;7
252200150;WARSZAWA-BIELANY;2006;11;20;8,3;91,5;1;8
252200150;WARSZAWA-BIELANY;2006;11;21;8,6;89,8;2;8
252200150;WARSZAWA-BIELANY;2006;11;22;7,8;85,8;1,7;7,3
252200150;WARSZAWA-BIELANY;2006;11;23;7,3;91,3;1;8
252200150;WARSZAWA-BIELANY;2006;11;24;9,5;83,5;2;5
252200150;WARSZAWA-BIELANY;2006;11;25;7,3;95,3;1,7;3
252200150;WARSZAWA-BIELANY;2006;11;26;8,4;93;1;7
252200150;WARSZAWA-BIELANY;2006;11;27;7,1;97,8;1,7;7
252200150;WARSZAWA-BIELANY;2006;11;28;7;90;1,3;8
252200150;WARSZAWA-BIELANY;2006;11;29;5,6;97;1,3;7
252200150;WARSZAWA-BIELANY;2006;11;30;7,5;86;1,7;7
252200150;WARSZAWA-BIELANY;2006;12;1;5,6;80,8;1,3;5,7
252200150;WARSZAWA-BIELANY;2006;12;2;4,4;77;1,3;4,7
252200150;WARSZAWA-BIELANY;2006;12;3;3,7;86,8;1;6,7
252200150;WARSZAWA-BIELANY;2006;12;4;5,7;78;2,3;5,7
252200150;WARSZAWA-BIELANY;2006;12;5;8;84,5;2,3;8
252200150;WARSZAWA-BIELANY;2006;12;6;11;73;2;4
252200150;WARSZAWA-BIELANY;2006;12;7;9,7;87;1,7;7
252200150;WARSZAWA-BIELANY;2006;12;8;8,1;90;1,7;7,3
252200150;WARSZAWA-BIELANY;2006;12;9;10,5;81,5;1,3;7
252200150;WARSZAWA-BIELANY;2006;12;10;9,1;95,3;1,3;8
252200150;WARSZAWA-BIELANY;2006;12;11;5,8;85,8;2,3;7
252200150;WARSZAWA-BIELANY;2006;12;12;2;93;1,3;7
252200150;WARSZAWA-BIELANY;2006;12;13;4;87,5;3,3;6,7
252200150;WARSZAWA-BIELANY;2006;12;14;6,5;91,8;2,7;8
252200150;WARSZAWA-BIELANY;2006;12;15;7;82,8;3;4,3
252200150;WARSZAWA-BIELANY;2006;12;16;5,2;63,8;3;4
252200150;WARSZAWA-BIELANY;2006;12;17;5,5;85,5;2,3;8
252200150;WARSZAWA-BIELANY;2006;12;18;3;91;2,3;8
252200150;WARSZAWA-BIELANY;2006;12;19;1,9;90,3;1;7
252200150;WARSZAWA-BIELANY;2006;12;20;2,3;96,8;3;7
252200150;WARSZAWA-BIELANY;2006;12;21;3,2;97,8;1;8
252200150;WARSZAWA-BIELANY;2006;12;22;2,9;98;3,3;7
252200150;WARSZAWA-BIELANY;2006;12;23;4,1;88,3;1,7;8
252200150;WARSZAWA-BIELANY;2006;12;24;5,4;89,5;3;8
252200150;WARSZAWA-BIELANY;2006;12;25;3,1;90,5;2;5
252200150;WARSZAWA-BIELANY;2006;12;26;-1;87,5;2,3;4,3
252200150;WARSZAWA-BIELANY;2006;12;27;0,6;96;2;8
